PassengerId,Name,Sex,Age,Parch,Fare,Cabin,Embarked,Birthday,Board time,Married since,all_NA
704,"Gallagher, Mr. Martin",male,25,0,7.7417,,Q,1922-07-14,15:40:48,2022-08-06 11:22:42,
705,"Hansen, Mr. Henrik Juul",male,26,0,7.8542,,S,1919-06-30,15:21:19,2022-07-22 03:16:47,
706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,26.0,,S,,17:32:33,2022-08-08 19:17:52,
707,"Kelly, Mrs. Florence ""Fannie""",female,45,0,13.5,,S,,15:04:55,2022-08-11 11:50:16,
708,"Calderhead, Mr. Edward Pennington",male,42,0,26.2875,E24,S,1939-11-28,11:45:45,2022-08-06 12:24:57,
709,"Cleaver, Miss. Alice",female,22,0,151.55,,S,1928-09-30,17:41:44,2022-07-26 09:52:03,
710,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,15.2458,,C,1914-04-21,10:55:21,2022-07-20 18:54:42,
711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,49.5042,C90,C,,15:06:22,,
712,"Klaber, Mr. Herman",male,,0,26.55,C124,S,1916-04-23,11:53:02,2022-07-26 12:57:00,
713,"Taylor, Mr. Elmer Zebley",male,48,0,52.0,C126,S,1915-11-01,16:28:01,2022-08-13 00:25:21,
714,"Larsson, Mr. August Viktor",male,29,0,9.4833,,S,1915-06-09,,2022-08-11 19:30:30,
715,"Greenberg, Mr. Samuel",male,52,0,13.0,,S,1931-04-20,11:10:29,2022-07-25 15:32:45,
716,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,7.65,F G73,S,1914-07-19,14:21:57,2022-07-25 00:55:28,
717,"Endres, Miss. Caroline Louise",female,38,0,227.525,C45,C,1917-08-28,13:04:18,2022-07-20 10:03:28,
718,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,10.5,E101,S,1931-06-26,18:21:17,2022-07-23 21:54:27,
719,"McEvoy, Mr. Michael",male,,0,15.5,,Q,1908-05-03,11:31:02,2022-07-31 18:27:59,
720,"Johnson, Mr. Malkolm Joackim",male,33,0,7.775,,S,1936-11-11,15:16:06,,
721,"Harper, Miss. Annie Jessie ""Nina""",female,6,1,33.0,,S,1904-11-17,15:49:37,2022-08-05 07:30:03,
722,"Jensen, Mr. Svend Lauritz",male,17,0,7.0542,,S,1938-03-19,14:29:20,2022-07-24 22:00:23,
723,"Gillespie, Mr. William Henry",male,34,0,13.0,,S,1930-05-15,14:11:20,2022-08-01 05:25:14,
724,"Hodges, Mr. Henry Price",male,50,0,13.0,,S,1911-10-26,17:01:22,2022-08-03 21:13:19,
725,"Chambers, Mr. Norman Campbell",male,27,0,53.1,E8,S,1931-12-30,12:03:13,2022-07-16 15:27:49,
726,"Oreskovic, Mr. Luka",male,20,0,8.6625,,S,1936-08-21,,2022-08-12 01:10:15,
727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,0,21.0,,S,1929-05-30,17:20:56,2022-07-29 20:04:32,
728,"Mannion, Miss. Margareth",female,,0,7.7375,,Q,1934-12-02,14:50:43,2022-07-26 18:19:51,
729,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,0,26.0,,S,,16:03:08,2022-07-21 03:15:24,
730,"Ilmakangas, Miss. Pieta Sofia",female,25,0,7.925,,S,1922-12-21,14:17:22,2022-08-11 05:29:41,
731,"Allen, Miss. Elisabeth Walton",female,29,0,211.3375,B5,S,1916-02-09,16:35:52,2022-08-12 19:39:48,
732,"Hassan, Mr. Houssein G N",male,11,0,18.7875,,C,1920-03-14,12:12:35,2022-08-10 06:53:53,
733,"Knight, Mr. Robert J",male,,0,0.0,,S,1917-01-15,,2022-08-07 02:44:30,
734,"Berriman, Mr. William John",male,23,0,13.0,,S,1924-03-01,18:19:23,2022-07-29 15:17:24,
735,"Troupiansky, Mr. Moses Aaron",male,23,0,13.0,,S,1913-02-24,11:32:47,2022-07-22 11:08:19,
736,"Williams, Mr. Leslie",male,28,0,16.1,,S,,16:15:00,2022-07-25 20:04:25,
737,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,3,34.375,,S,1929-06-04,12:06:08,2022-07-28 02:41:16,
738,"Lesurer, Mr. Gustave J",male,35,0,512.3292,B101,C,1913-05-25,17:50:34,2022-08-13 05:02:07,
739,"Ivanoff, Mr. Kanio",male,,0,7.8958,,S,1916-05-18,18:24:17,2022-07-17 19:13:55,
740,"Nankoff, Mr. Minko",male,,0,7.8958,,S,1906-07-04,17:01:46,2022-08-11 06:43:49,
741,"Hawksford, Mr. Walter James",male,,0,30.0,D45,S,1927-04-01,11:48:37,2022-08-10 09:48:24,
742,"Cavendish, Mr. Tyrell William",male,36,0,78.85,C46,S,1918-04-22,16:12:43,2022-08-11 02:01:55,
743,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,262.375,B57 B59 B63 B66,C,,17:00:01,2022-07-29 04:21:24,
744,"McNamee, Mr. Neal",male,24,0,16.1,,S,1922-01-23,14:03:06,2022-08-13 22:41:31,
745,"Stranden, Mr. Juho",male,31,0,7.925,,S,1932-12-31,11:53:58,2022-07-21 06:52:29,
746,"Crosby, Capt. Edward Gifford",male,70,1,71.0,B22,S,1914-02-18,11:22:58,2022-07-29 23:19:26,
747,"Abbott, Mr. Rossmore Edward",male,16,1,20.25,,S,1916-03-17,17:34:24,2022-08-03 03:14:39,
748,"Sinkkonen, Miss. Anna",female,30,0,13.0,,S,1914-04-25,11:47:46,2022-07-27 03:02:41,
749,"Marvin, Mr. Daniel Warner",male,19,0,53.1,D30,S,1915-11-09,13:45:49,2022-07-15 15:48:51,
750,"Connaghton, Mr. Michael",male,31,0,7.75,,Q,1936-06-19,10:55:31,2022-07-30 02:30:58,
751,"Wells, Miss. Joan",female,4,1,23.0,,S,1919-07-18,14:46:33,2022-07-31 12:54:44,
752,"Moor, Master. Meier",male,6,1,12.475,E121,S,1919-07-03,15:03:30,2022-08-08 10:11:01,
753,"Vande Velde, Mr. Johannes Joseph",male,33,0,9.5,,S,1929-10-25,11:35:32,,
754,"Jonkoff, Mr. Lalio",male,23,0,7.8958,,S,1937-06-28,11:23:08,2022-07-23 04:50:09,
755,"Herman, Mrs. Samuel (Jane Laver)",female,48,2,65.0,,S,1936-02-05,10:55:47,2022-07-23 10:12:08,
756,"Hamalainen, Master. Viljo",male,1,1,14.5,,S,1928-02-09,17:27:04,2022-07-31 18:03:50,
757,"Carlsson, Mr. August Sigfrid",male,28,0,7.7958,,S,1926-02-01,11:31:53,2022-08-12 02:16:48,
758,"Bailey, Mr. Percy Andrew",male,18,0,11.5,,S,1935-04-02,11:12:40,2022-07-28 23:24:06,
759,"Theobald, Mr. Thomas Leonard",male,34,0,8.05,,S,1908-12-23,13:06:50,2022-08-14 19:27:09,
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,86.5,B77,S,1931-08-19,11:27:05,2022-07-23 09:19:22,
761,"Garfirth, Mr. John",male,,0,14.5,,S,1934-09-11,14:37:56,2022-08-13 16:37:58,
762,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,7.125,,S,1934-06-07,18:28:43,2022-08-02 12:41:39,
763,"Barah, Mr. Hanna Assi",male,20,0,7.2292,,C,1921-05-15,14:43:27,2022-08-07 18:09:15,
764,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,2,120.0,B96 B98,S,1923-07-01,15:42:37,2022-08-10 10:28:35,
765,"Eklund, Mr. Hans Linus",male,16,0,7.775,,S,1938-07-29,15:07:58,2022-07-20 14:54:38,
766,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,0,77.9583,D11,S,1922-05-28,14:05:06,2022-08-05 01:57:21,
767,"Brewe, Dr. Arthur Jackson",male,,0,39.6,,C,1914-05-20,17:20:28,2022-07-16 23:40:44,
768,"Mangan, Miss. Mary",female,30,0,7.75,,Q,1907-11-05,15:29:13,2022-08-08 19:53:00,
769,"Moran, Mr. Daniel J",male,,0,24.15,,Q,1929-08-16,13:52:30,2022-07-25 00:46:54,
770,"Gronnestad, Mr. Daniel Danielsen",male,32,0,8.3625,,S,1925-09-14,13:24:19,2022-07-20 15:34:34,
771,"Lievens, Mr. Rene Aime",male,24,0,9.5,,S,1907-06-27,15:48:06,2022-08-09 15:31:18,
772,"Jensen, Mr. Niels Peder",male,48,0,7.8542,,S,1928-04-10,,2022-08-10 09:51:04,
773,"Mack, Mrs. (Mary)",female,57,0,10.5,E77,S,1909-08-04,12:55:09,2022-07-21 07:47:51,
774,"Elias, Mr. Dibo",male,,0,7.225,,C,1918-06-12,13:00:35,,
775,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,3,23.0,,S,1923-06-19,15:26:48,2022-08-03 08:13:02,
776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,7.75,,S,1935-06-20,15:33:31,2022-08-03 19:46:50,
777,"Tobin, Mr. Roger",male,,0,7.75,F38,Q,1917-01-12,11:27:05,2022-08-07 03:12:40,
778,"Emanuel, Miss. Virginia Ethel",female,5,0,12.475,,S,1904-02-03,17:29:32,2022-07-30 20:20:46,
779,"Kilgannon, Mr. Thomas J",male,,0,7.7375,,Q,1928-08-31,15:58:37,2022-07-22 11:19:15,
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,1,211.3375,B3,S,1917-03-13,17:24:02,2022-07-21 01:50:35,
781,"Ayoub, Miss. Banoura",female,13,0,7.2292,,C,1915-03-11,14:13:05,2022-08-07 20:01:25,
782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,0,57.0,B20,S,1914-09-12,16:52:29,2022-08-01 17:56:35,
783,"Long, Mr. Milton Clyde",male,29,0,30.0,D6,S,,16:27:20,2022-08-06 02:34:56,
784,"Johnston, Mr. Andrew G",male,,2,23.45,,S,1929-12-03,17:50:57,2022-08-10 21:09:40,
785,"Ali, Mr. William",male,25,0,7.05,,S,1930-01-20,14:22:36,2022-08-13 09:27:13,
786,"Harmer, Mr. Abraham (David Lishin)",male,25,0,7.25,,S,1909-09-28,15:47:20,,
787,"Sjoblom, Miss. Anna Sofia",female,18,0,7.4958,,S,,13:34:55,2022-08-09 02:22:24,
788,"Rice, Master. George Hugh",male,8,1,29.125,,Q,1905-12-21,15:48:40,,
789,"Dean, Master. Bertram Vere",male,1,2,20.575,,S,1914-05-27,11:48:02,2022-07-20 13:34:36,
790,"Guggenheim, Mr. Benjamin",male,46,0,79.2,B82 B84,C,1936-06-22,18:21:20,2022-08-02 05:55:16,
791,"Keane, Mr. Andrew ""Andy""",male,,0,7.75,,Q,1936-11-19,10:54:18,2022-07-31 14:51:41,
792,"Gaskell, Mr. Alfred",male,16,0,26.0,,S,1929-07-22,13:15:47,2022-07-18 20:55:39,
793,"Sage, Miss. Stella Anna",female,,2,69.55,,S,1932-12-04,11:07:01,2022-07-23 01:51:05,
794,"Hoyt, Mr. William Fisher",male,,0,30.6958,,C,1932-10-03,15:10:37,2022-07-15 16:30:24,
795,"Dantcheff, Mr. Ristiu",male,25,0,7.8958,,S,,18:22:18,2022-07-31 07:46:15,
796,"Otter, Mr. Richard",male,39,0,13.0,,S,1913-06-20,16:20:05,2022-07-24 13:47:13,
797,"Leader, Dr. Alice (Farnham)",female,49,0,25.9292,D17,S,1908-05-06,15:43:12,2022-07-16 08:15:17,
798,"Osman, Mrs. Mara",female,31,0,8.6833,,S,1906-08-01,12:04:07,2022-08-07 14:53:50,
799,"Ibrahim Shawah, Mr. Yousseff",male,30,0,7.2292,,C,1921-03-07,14:22:05,,
800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,24.15,,S,,,2022-07-18 12:00:57,
801,"Ponesell, Mr. Martin",male,34,0,13.0,,S,1931-01-23,14:30:11,2022-08-14 08:25:30,
802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,26.25,,S,1910-05-19,11:26:14,2022-07-24 23:50:31,
803,"Carter, Master. William Thornton II",male,11,2,120.0,B96 B98,S,1912-12-12,12:38:40,2022-08-11 23:21:45,
804,"Thomas, Master. Assad Alexander",male,0,1,8.5167,,C,1906-02-02,18:15:46,2022-07-16 00:30:08,
805,"Hedman, Mr. Oskar Arvid",male,27,0,6.975,,S,1935-09-13,15:26:17,2022-08-03 09:52:25,
806,"Johansson, Mr. Karl Johan",male,31,0,7.775,,S,1926-01-21,14:44:57,2022-07-29 22:57:36,
807,"Andrews, Mr. Thomas Jr",male,39,0,0.0,A36,S,1929-03-15,12:39:24,2022-07-31 22:09:52,
808,"Pettersson, Miss. Ellen Natalia",female,18,0,7.775,,S,1909-01-20,12:48:53,2022-08-05 08:37:37,
809,"Meyer, Mr. August",male,39,0,13.0,,S,1940-05-31,18:22:36,2022-07-23 07:10:23,
810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,0,53.1,E8,S,1935-07-03,10:44:46,2022-07-20 06:59:06,
811,"Alexander, Mr. William",male,26,0,7.8875,,S,1929-08-12,16:26:39,2022-07-23 11:00:47,
812,"Lester, Mr. James",male,39,0,24.15,,S,,11:44:34,2022-08-08 04:01:28,
813,"Slemen, Mr. Richard James",male,35,0,10.5,,S,1934-09-09,12:04:20,,
814,"Andersson, Miss. Ebba Iris Alfrida",female,6,2,31.275,,S,1937-09-19,15:54:11,2022-07-24 09:19:10,
815,"Tomlin, Mr. Ernest Portage",male,30,0,8.05,,S,1924-02-18,12:40:04,2022-08-09 19:44:19,
816,"Fry, Mr. Richard",male,,0,0.0,B102,S,1920-07-18,17:51:30,2022-08-13 02:47:45,
817,"Heininen, Miss. Wendla Maria",female,23,0,7.925,,S,1909-09-24,12:57:51,2022-08-10 15:36:57,
818,"Mallet, Mr. Albert",male,31,1,37.0042,,C,1928-12-27,17:37:13,2022-08-06 19:53:26,
819,"Holm, Mr. John Fredrik Alexander",male,43,0,6.45,,S,1908-05-07,15:48:18,2022-08-05 14:20:05,
820,"Skoog, Master. Karl Thorsten",male,10,2,27.9,,S,1911-12-06,16:13:03,2022-07-21 02:19:26,
821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,93.5,B69,S,1924-03-24,17:05:32,2022-08-07 20:23:56,
822,"Lulic, Mr. Nikola",male,27,0,8.6625,,S,1914-05-19,17:54:02,2022-07-31 19:24:33,
823,"Reuchlin, Jonkheer. John George",male,38,0,0.0,,S,1923-10-12,18:15:31,2022-07-25 08:29:51,
824,"Moor, Mrs. (Beila)",female,27,1,12.475,E121,S,,14:44:17,2022-08-08 15:01:37,
825,"Panula, Master. Urho Abraham",male,2,1,39.6875,,S,1914-12-21,17:28:47,2022-07-18 18:58:33,
826,"Flynn, Mr. John",male,,0,6.95,,Q,,15:33:04,2022-07-22 07:28:23,
827,"Lam, Mr. Len",male,,0,56.4958,,S,,17:38:15,2022-08-01 09:30:19,
828,"Mallet, Master. Andre",male,1,2,37.0042,,C,1911-07-27,13:48:26,2022-08-07 19:01:14,
829,"McCormack, Mr. Thomas Joseph",male,,0,7.75,,Q,1915-08-26,15:35:01,,
830,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,80.0,B28,,1904-06-07,13:27:54,2022-07-28 01:25:20,
831,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,0,14.4542,,C,1938-01-05,11:04:49,2022-08-07 07:48:59,
832,"Richards, Master. George Sibley",male,1,1,18.75,,S,1930-04-28,12:21:25,2022-07-28 17:59:01,
833,"Saad, Mr. Amin",male,,0,7.2292,,C,1903-08-09,11:49:26,2022-08-12 00:33:46,
834,"Augustsson, Mr. Albert",male,23,0,7.8542,,S,1932-10-14,15:06:21,2022-07-26 16:37:08,
835,"Allum, Mr. Owen George",male,18,0,8.3,,S,1910-04-10,14:21:36,2022-08-04 09:48:23,
836,"Compton, Miss. Sara Rebecca",female,39,1,83.1583,E49,C,1917-07-30,16:53:16,2022-08-05 15:20:42,
837,"Pasic, Mr. Jakob",male,21,0,8.6625,,S,1936-12-23,11:14:56,2022-08-03 11:48:33,
838,"Sirota, Mr. Maurice",male,,0,8.05,,S,1935-12-31,10:51:05,2022-07-31 05:17:20,
839,"Chip, Mr. Chang",male,32,0,56.4958,,S,1910-10-30,11:21:07,2022-07-26 02:44:19,
840,"Marechal, Mr. Pierre",male,,0,29.7,C47,C,1930-10-02,17:08:18,2022-07-16 18:20:48,
841,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,7.925,,S,1923-12-31,18:13:33,2022-08-10 11:47:47,
842,"Mudd, Mr. Thomas Charles",male,16,0,10.5,,S,1909-05-30,,2022-08-14 00:18:24,
843,"Serepeca, Miss. Augusta",female,30,0,31.0,,C,1908-04-25,14:38:03,2022-07-23 11:56:50,
844,"Lemberopolous, Mr. Peter L",male,34,0,6.4375,,C,,13:48:06,2022-08-15 08:22:57,
845,"Culumovic, Mr. Jeso",male,17,0,8.6625,,S,1926-06-20,18:35:57,2022-08-03 01:28:03,
846,"Abbing, Mr. Anthony",male,42,0,7.55,,S,1924-02-05,17:03:58,2022-07-18 07:52:22,
847,"Sage, Mr. Douglas Bullen",male,,2,69.55,,S,1925-06-12,16:37:54,2022-08-13 15:05:48,
848,"Markoff, Mr. Marin",male,35,0,7.8958,,C,1940-06-18,,2022-07-26 06:59:28,
849,"Harper, Rev. John",male,28,1,33.0,,S,1936-03-27,14:10:15,2022-07-24 23:45:04,
850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,0,89.1042,C92,C,1919-02-27,18:31:04,2022-07-18 09:37:30,
851,"Andersson, Master. Sigvard Harald Elias",male,4,2,31.275,,S,,12:07:05,2022-07-16 08:00:47,
852,"Svensson, Mr. Johan",male,74,0,7.775,,S,1939-08-31,,2022-08-13 23:05:19,
853,"Boulos, Miss. Nourelain",female,9,1,15.2458,,C,1921-05-18,14:42:32,2022-07-26 12:20:48,
854,"Lines, Miss. Mary Conover",female,16,1,39.4,D28,S,1939-11-01,,2022-08-04 04:45:58,
855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,0,26.0,,S,1940-05-22,17:12:05,,
856,"Aks, Mrs. Sam (Leah Rosen)",female,18,1,9.35,,S,1933-12-25,12:40:59,2022-08-12 18:58:44,
857,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,164.8667,,S,1939-01-10,14:21:12,2022-07-19 10:22:56,
858,"Daly, Mr. Peter Denis ",male,51,0,26.55,E17,S,1933-09-30,10:45:26,2022-08-06 16:46:30,
859,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,3,19.2583,,C,1930-08-30,15:46:17,,
860,"Razi, Mr. Raihed",male,,0,7.2292,,C,1906-02-04,11:16:08,2022-07-15 15:09:10,
861,"Hansen, Mr. Claus Peter",male,41,0,14.1083,,S,1932-11-23,13:58:11,2022-08-01 13:42:48,
862,"Giles, Mr. Frederick Edward",male,21,0,11.5,,S,1930-04-30,17:39:08,2022-08-07 07:22:41,
863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,25.9292,D17,S,1915-04-03,17:29:50,2022-07-16 12:33:27,
864,"Sage, Miss. Dorothy Edith ""Dolly""",female,,2,69.55,,S,1914-09-25,17:01:12,2022-07-19 04:40:50,
865,"Gill, Mr. John William",male,24,0,13.0,,S,1928-08-09,12:44:52,2022-08-11 05:18:20,
866,"Bystrom, Mrs. (Karolina)",female,42,0,13.0,,S,1936-03-15,13:31:09,,
867,"Duran y More, Miss. Asuncion",female,27,0,13.8583,,C,1938-01-20,11:36:49,,
868,"Roebling, Mr. Washington Augustus II",male,31,0,50.4958,A24,S,1920-03-14,11:03:32,2022-07-21 01:00:02,
869,"van Melkebeke, Mr. Philemon",male,,0,9.5,,S,1910-06-21,11:00:06,2022-08-13 15:07:31,
870,"Johnson, Master. Harold Theodor",male,4,1,11.1333,,S,1922-12-30,12:21:55,2022-07-16 07:22:34,
871,"Balkic, Mr. Cerin",male,26,0,7.8958,,S,1929-05-21,,2022-07-18 17:53:14,
872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,52.5542,D35,S,1929-04-03,16:47:11,2022-08-09 06:10:54,
873,"Carlsson, Mr. Frans Olof",male,33,0,5.0,B51 B53 B55,S,1909-01-28,14:47:44,2022-07-26 21:33:18,
874,"Vander Cruyssen, Mr. Victor",male,47,0,9.0,,S,1912-08-14,12:45:21,2022-07-17 09:30:04,
875,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,0,24.0,,C,1928-02-13,10:40:01,2022-07-20 00:01:54,
876,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,7.225,,C,1919-05-23,16:44:06,,
877,"Gustafsson, Mr. Alfred Ossian",male,20,0,9.8458,,S,1906-03-04,18:34:01,2022-08-04 04:07:33,
878,"Petroff, Mr. Nedelio",male,19,0,7.8958,,S,1915-11-20,,2022-08-08 08:46:12,
879,"Laleff, Mr. Kristo",male,,0,7.8958,,S,,17:39:46,2022-08-01 14:12:23,
880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,1,83.1583,C50,C,1929-06-21,17:22:05,2022-08-06 08:39:48,
881,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,1,26.0,,S,1913-08-01,11:04:50,2022-07-20 11:07:06,
882,"Markun, Mr. Johann",male,33,0,7.8958,,S,1910-04-14,12:29:39,2022-07-18 23:34:02,
883,"Dahlberg, Miss. Gerda Ulrika",female,22,0,10.5167,,S,1938-12-29,14:30:29,2022-07-18 02:06:42,
884,"Banfield, Mr. Frederick James",male,28,0,10.5,,S,1912-08-01,15:23:24,2022-08-05 22:11:08,
885,"Sutehall, Mr. Henry Jr",male,25,0,7.05,,S,1923-04-08,12:30:45,2022-08-15 08:58:00,
886,"Rice, Mrs. William (Margaret Norton)",female,39,5,29.125,,Q,1914-02-21,16:47:00,2022-07-17 17:58:46,
887,"Montvila, Rev. Juozas",male,27,0,13.0,,S,1933-06-22,15:25:13,2022-07-26 03:05:11,
888,"Graham, Miss. Margaret Edith",female,19,0,30.0,B42,S,1911-11-28,,2022-08-01 21:29:44,
889,"Johnston, Miss. Catherine Helen ""Carrie""",female,,2,23.45,,S,1915-07-19,18:22:38,2022-08-07 11:06:05,
890,"Behr, Mr. Karl Howell",male,26,0,30.0,C148,C,1937-07-30,13:06:03,2022-08-14 10:32:21,
891,"Dooley, Mr. Patrick",male,32,0,7.75,,Q,1907-06-19,13:44:03,2022-07-29 11:35:49,
